THCIC_ID,PROVIDER_NAME,ZIP
975246,Encompass Health Rehab Hospital Pearland,77584
975249,Baylor Scott & White Emergency Hospital-Grand Prairie,75052
975250,"Altus Houston Hospital, Celestial Hospital, Odyssey Hos",77072
975255,CHRISTUS Dubuis Hospital Beaumont,77702
975258,Kingwood Emergency Hospital,77339
975259,Crockett Medical Center,75835
975268,City Hospital at White Rock,75218
975269,Lake Travis ER,78732
975270,Caprock Hospital,77802
975271,PAM Rehab Hospital of Corpus Christi,78401
975285,Baylor Scott & White Medical Center Centennial,75035
975286,Baylor Scott & White Medical Center Lake Pointe,75088
975288,Woodland Springs,77384
975293,UT Health East Texas Athens Hospital,75751
975294,UT Health East Texas Carthage Hospital,75633
975295,UT Health East Texas Henderson Hospital,75652
975296,UT Health East Texas Jacksonville Hospital,75766
975297,UT Health East Pittsburg Hospital,75686
975298,UT Health East Texas Quitman Hospital,75783
975299,UT Health East Texas Tyler Regional Hospital,75701
975301,UT Health East Texas Rehabilitation Hospital,75701
975302,UT Health East Texas Long Term Acute Care,75701
975303,PAM Specialty Hospital of Corpus Christi Bayfront,78401
975313,Baylor Scott & White Institute for Rehabilitation - Lak,76132
975319,PAM Specialty Hospital of Lufkin,75904
975320,San Antonio AMG Specialty Hospital,78212
975321,HCA Houston Healthcare North Cypress,77429
975322,Wise Health Surgical Hospital,76226
975324,The Woodlands Integrative Care Hospital,77384
975325,Sugarland Rehab Hospital,77479
975337,UGH Pain & Spine,77004
975338,The Hospitals of Providence Northeast Campus,79934
975339,PAM Rehab Hospital Round Rock,78665
975340,Baylor Scott & White Medical Center Pflugerville,78660
975374,Rio Vista Behavioral Health,79912
